*author: AAD
*reference: ARXIV:XXXX : 2016
*reference: CERN-EP-2016-153 : 2016
*reference: GIVE JOURNAL CITATION (IF KNOWN) : 2016
*reference: http:// : 2016
*doi: GIVE DOI
*status: Encoded 22 JUNE 2016 by ALICE
*experiment: CERN-LHC-ALICE
*detector: ALICE
*inspireId: GIVE INSPIRE ID
*cdsId: GIVE CDS ID
*durhamId: 
*title: Multiplicity-dependent enhancement of strange and multi-strange hadron production in proton-proton collisions at $\sqrt{s}=7$ TeV
*comment: CERN-LHC. The yields of strange and multi-strange hadrons are measured at midrapidity in proton-proton (pp) collisions at $\sqrt{s}$ = 7 TeV as a function of the charged-particle multiplicity density ($dN_{ch}/d\eta$). The production rate of strange particles increases faster than that of non-strange hadrons, leading to an enhancement of strange particles relative to pions, similar to that found in nucleus-nucleus collisions as well as in proton-nucleus collisions at the LHC. This is the first observation of an enhanced production of strange particles in high-multiplicity pp collisions. The magnitude of this strangeness enhancement increases with the event activity, quantified by $dN_{ch}/d\eta$, and with hadron strangeness. It reaches almost a factor of two for the $\Omega$ at the highest multiplicity presented. No enhancement is observed for particles with no strange quark content, demonstrating that the observed effect is strangeness rather than mass related. The results are not reproduced by any of the Monte Carlo models commonly used at the LHC, suggesting that further developments are needed for a complete microscopic understanding of strangeness production and indicating the presence of a phenomenon novel in high-multiplicity pp collisions.


*dataset:
*location: Figure 1
*dscomment: $K^{0}_{S}$ transverse momentum spectrum: V0M Class I (pp at $\sqrt{s}=7$ TeV)
*obskey: $p_{T}$-differential yields measured in $|y|<0.5$ for a selection of event classes (see Table 1)
*qual: Multiplicity : V0M Class I
*qual: RE : P P --> $K^{0}_{S}$ + X
*qual: SQRT(S) IN GEV : 7000.0
*qual: YRAP(CM) : -0.5 0.5
*yheader: $\frac{1}{N_{ev}}\frac{d^2N}{dy dp_{T}}$ (GeV/c)$^{-1}$
*xheader: $p_{T}$ (GeV/c)
*data: x : y
 3.75 (BIN=3.6 TO 3.9); 0.006663 +- 0.0001243 (DSYS=0.0004758:total,DSYS=0.0001717:uncorr);
 4.05 (BIN=3.9 TO 4.2); 0.004847 +- 0.0001066 (DSYS=0.0003461:total,DSYS=0.0001257:uncorr);
 4.4 (BIN=4.2 TO 4.6); 0.003295 +- 7.554e-05 (DSYS=0.0002488:total,DSYS=8.899e-05:uncorr);
 4.8 (BIN=4.6 TO 5); 0.002267 +- 6.215e-05 (DSYS=0.0001697:total,DSYS=6.119e-05:uncorr);
 5.2 (BIN=5 TO 5.4); 0.001508 +- 5.013e-05 (DSYS=0.0001191:total,DSYS=4.256e-05:uncorr);
 5.65 (BIN=5.4 TO 5.9); 0.00102 +- 3.672e-05 (DSYS=6.596e-05:total,DSYS=3.526e-05:uncorr);
 6.2 (BIN=5.9 TO 6.5); 0.0006437 +- 2.689e-05 (DSYS=4.505e-05:total,DSYS=2.397e-05:uncorr);
 6.75 (BIN=6.5 TO 7); 0.0004333 +- 2.443e-05 (DSYS=2.98e-05:total,DSYS=1.6e-05:uncorr);
 7.5 (BIN=7 TO 8); 0.000254 +- 1.328e-05 (DSYS=1.557e-05:total,DSYS=8.326e-06:uncorr);
 9 (BIN=8 TO 10); 0.0001079 +- 6.287e-06 (DSYS=7.64e-06:total,DSYS=5.633e-06:uncorr);
 11 (BIN=10 TO 12); 3.32e-05 +- 3.676e-06 (DSYS=2.125e-06:total,DSYS=1.57e-06:uncorr);
*dataend:


*dataset:
*location: Figure 1
*dscomment: $K^{0}_{S}$ transverse momentum spectrum: V0M Class IV (pp at $\sqrt{s}=7$ TeV)
*obskey: $p_{T}$-differential yields measured in $|y|<0.5$ for a selection of event classes (see Table 1)
*qual: Multiplicity : V0M Class IV
*qual: RE : P P --> $K^{0}_{S}$ + X
*qual: SQRT(S) IN GEV : 7000.0
*qual: YRAP(CM) : -0.5 0.5
*yheader: $\frac{1}{N_{ev}}\frac{d^2N}{dy dp_{T}}$ (GeV/c)$^{-1}$
*xheader: $p_{T}$ (GeV/c)
*data: x : y
 0.05 (BIN=0 TO 0.1); 0.1576 +- 0.009973 (DSYS=0.009055:total,DSYS=0.004261:uncorr);
 0.15 (BIN=0.1 TO 0.2); 0.4418 +- 0.005257 (DSYS=0.02255:total,DSYS=0.01079:uncorr);
 0.25 (BIN=0.2 TO 0.3); 0.6231 +- 0.004944 (DSYS=0.02999:total,DSYS=0.01447:uncorr);
 0.35 (BIN=0.3 TO 0.4); 0.7076 +- 0.004726 (DSYS=0.03465:total,DSYS=0.01667:uncorr);
 0.45 (BIN=0.4 TO 0.5); 0.7027 +- 0.004159 (DSYS=0.03469:total,DSYS=0.01664:uncorr);
 0.55 (BIN=0.5 TO 0.6); 0.6601 +- 0.003546 (DSYS=0.03274:total,DSYS=0.0151:uncorr);
 0.65 (BIN=0.6 TO 0.7); 0.5838 +- 0.002985 (DSYS=0.02911:total,DSYS=0.01341:uncorr);
 0.75 (BIN=0.7 TO 0.8); 0.5108 +- 0.002559 (DSYS=0.02584:total,DSYS=0.01187:uncorr);
 0.85 (BIN=0.8 TO 0.9); 0.4352 +- 0.002202 (DSYS=0.02255:total,DSYS=0.01034:uncorr);
 0.95 (BIN=0.9 TO 1); 0.3617 +- 0.001908 (DSYS=0.01877:total,DSYS=0.008593:uncorr);
 1.05 (BIN=1 TO 1.1); 0.3094 +- 0.001701 (DSYS=0.01616:total,DSYS=0.007192:uncorr);
 1.15 (BIN=1.1 TO 1.2); 0.2551 +- 0.0015 (DSYS=0.01343:total,DSYS=0.005967:uncorr);
 1.25 (BIN=1.2 TO 1.3); 0.2152 +- 0.00135 (DSYS=0.01152:total,DSYS=0.005105:uncorr);
 1.35 (BIN=1.3 TO 1.4); 0.1804 +- 0.001225 (DSYS=0.009825:total,DSYS=0.004337:uncorr);
 1.45 (BIN=1.4 TO 1.5); 0.151 +- 0.001107 (DSYS=0.008177:total,DSYS=0.00361:uncorr);
 1.55 (BIN=1.5 TO 1.6); 0.1276 +- 0.001007 (DSYS=0.006985:total,DSYS=0.003078:uncorr);
 1.65 (BIN=1.6 TO 1.7); 0.108 +- 0.0009136 (DSYS=0.005991:total,DSYS=0.002634:uncorr);
 1.75 (BIN=1.7 TO 1.8); 0.09075 +- 0.0008219 (DSYS=0.005206:total,DSYS=0.002277:uncorr);
 1.85 (BIN=1.8 TO 1.9); 0.07699 +- 0.0007551 (DSYS=0.004464:total,DSYS=0.001955:uncorr);
 1.95 (BIN=1.9 TO 2); 0.06501 +- 0.0006912 (DSYS=0.003818:total,DSYS=0.001665:uncorr);
 2.1 (BIN=2 TO 2.2); 0.05112 +- 0.00043 (DSYS=0.003113:total,DSYS=0.001223:uncorr);
 2.3 (BIN=2.2 TO 2.4); 0.03785 +- 0.0003652 (DSYS=0.002401:total,DSYS=0.0009366:uncorr);
 2.5 (BIN=2.4 TO 2.6); 0.02803 +- 0.0003126 (DSYS=0.001906:total,DSYS=0.0007379:uncorr);
 2.7 (BIN=2.6 TO 2.8); 0.02066 +- 0.0002679 (DSYS=0.001435:total,DSYS=0.0005546:uncorr);
 2.9 (BIN=2.8 TO 3); 0.01583 +- 0.0002321 (DSYS=0.001121:total,DSYS=0.0004297:uncorr);
 3.15 (BIN=3 TO 3.3); 0.01116 +- 0.0001573 (DSYS=0.0008096:total,DSYS=0.00031:uncorr);
 3.45 (BIN=3.3 TO 3.6); 0.007443 +- 0.0001271 (DSYS=0.000539:total,DSYS=0.0002075:uncorr);
 3.75 (BIN=3.6 TO 3.9); 0.005347 +- 0.0001081 (DSYS=0.0003818:total,DSYS=0.0001378:uncorr);
 4.05 (BIN=3.9 TO 4.2); 0.003789 +- 9.096e-05 (DSYS=0.0002705:total,DSYS=9.807e-05:uncorr);
 4.4 (BIN=4.2 TO 4.6); 0.002655 +- 6.56e-05 (DSYS=0.0002005:total,DSYS=7.172e-05:uncorr);
 4.8 (BIN=4.6 TO 5); 0.001649 +- 5.207e-05 (DSYS=0.0001234:total,DSYS=4.459e-05:uncorr);
 5.2 (BIN=5 TO 5.4); 0.001177 +- 4.304e-05 (DSYS=9.285e-05:total,DSYS=3.304e-05:uncorr);
 5.65 (BIN=5.4 TO 5.9); 0.0007763 +- 3.15e-05 (DSYS=5.015e-05:total,DSYS=2.673e-05:uncorr);
 6.2 (BIN=5.9 TO 6.5); 0.000497 +- 2.335e-05 (DSYS=3.477e-05:total,DSYS=1.849e-05:uncorr);
 6.75 (BIN=6.5 TO 7); 0.0003062 +- 1.981e-05 (DSYS=2.096e-05:total,DSYS=1.114e-05:uncorr);
 7.5 (BIN=7 TO 8); 0.0001977 +- 1.146e-05 (DSYS=1.213e-05:total,DSYS=6.516e-06:uncorr);
 9 (BIN=8 TO 10); 8.483e-05 +- 5.421e-06 (DSYS=6.004e-06:total,DSYS=4.427e-06:uncorr);
 11 (BIN=10 TO 12); 2.285e-05 +- 3.12e-06 (DSYS=1.462e-06:total,DSYS=1.08e-06:uncorr);
*dataend:


*dataset:
*location: Figure 1
*dscomment: $K^{0}_{S}$ transverse momentum spectrum: V0M Class V (pp at $\sqrt{s}=7$ TeV)
*obskey: $p_{T}$-differential yields measured in $|y|<0.5$ for a selection of event classes (see Table 1)
*qual: Multiplicity : V0M Class V
*qual: RE : P P --> $K^{0}_{S}$ + X
*qual: SQRT(S) IN GEV : 7000.0
*qual: YRAP(CM) : -0.5 0.5
*yheader: $\frac{1}{N_{ev}}\frac{d^2N}{dy dp_{T}}$ (GeV/c)$^{-1}$
*xheader: $p_{T}$ (GeV/c)
*data: x : y
 0.05 (BIN=0 TO 0.1); 0.1434 +- 0.009492 (DSYS=0.00825:total,DSYS=0.003899:uncorr);
 0.15 (BIN=0.1 TO 0.2); 0.394 +- 0.004905 (DSYS=0.02014:total,DSYS=0.009687:uncorr);
 0.25 (BIN=0.2 TO 0.3); 0.5652 +- 0.004667 (DSYS=0.02724:total,DSYS=0.01321:uncorr);
 0.35 (BIN=0.3 TO 0.4); 0.6399 +- 0.004453 (DSYS=0.03138:total,DSYS=0.01517:uncorr);
 0.45 (BIN=0.4 TO 0.5); 0.6321 +- 0.003904 (DSYS=0.03126:total,DSYS=0.01509:uncorr);
 0.55 (BIN=0.5 TO 0.6); 0.5845 +- 0.003298 (DSYS=0.02906:total,DSYS=0.01352:uncorr);
 0.65 (BIN=0.6 TO 0.7); 0.5156 +- 0.002768 (DSYS=0.02575:total,DSYS=0.01193:uncorr);
 0.75 (BIN=0.7 TO 0.8); 0.4467 +- 0.002356 (DSYS=0.02261:total,DSYS=0.01042:uncorr);
 0.85 (BIN=0.8 TO 0.9); 0.3759 +- 0.002016 (DSYS=0.01948:total,DSYS=0.008929:uncorr);
 0.95 (BIN=0.9 TO 1); 0.3099 +- 0.001736 (DSYS=0.01609:total,DSYS=0.007374:uncorr);
 1.05 (BIN=1 TO 1.1); 0.2637 +- 0.001543 (DSYS=0.01379:total,DSYS=0.00615:uncorr);
 1.15 (BIN=1.1 TO 1.2); 0.217 +- 0.001357 (DSYS=0.01143:total,DSYS=0.005101:uncorr);
 1.25 (BIN=1.2 TO 1.3); 0.1807 +- 0.001217 (DSYS=0.00968:total,DSYS=0.004305:uncorr);
 1.35 (BIN=1.3 TO 1.4); 0.1515 +- 0.001101 (DSYS=0.008254:total,DSYS=0.003654:uncorr);
 1.45 (BIN=1.4 TO 1.5); 0.1265 +- 0.0009915 (DSYS=0.006852:total,DSYS=0.003029:uncorr);
 1.55 (BIN=1.5 TO 1.6); 0.1081 +- 0.0009071 (DSYS=0.005924:total,DSYS=0.00262:uncorr);
 1.65 (BIN=1.6 TO 1.7); 0.08918 +- 0.0008098 (DSYS=0.004953:total,DSYS=0.002184:uncorr);
 1.75 (BIN=1.7 TO 1.8); 0.07606 +- 0.0007399 (DSYS=0.004366:total,DSYS=0.001914:uncorr);
 1.85 (BIN=1.8 TO 1.9); 0.06365 +- 0.0006713 (DSYS=0.00369:total,DSYS=0.001614:uncorr);
 1.95 (BIN=1.9 TO 2); 0.05413 +- 0.0006162 (DSYS=0.003181:total,DSYS=0.001391:uncorr);
 2.1 (BIN=2 TO 2.2); 0.04228 +- 0.0003814 (DSYS=0.002577:total,DSYS=0.001019:uncorr);
 2.3 (BIN=2.2 TO 2.4); 0.03072 +- 0.0003224 (DSYS=0.001951:total,DSYS=0.0007649:uncorr);
 2.5 (BIN=2.4 TO 2.6); 0.02317 +- 0.0002764 (DSYS=0.001576:total,DSYS=0.0006092:uncorr);
 2.7 (BIN=2.6 TO 2.8); 0.01713 +- 0.0002385 (DSYS=0.00119:total,DSYS=0.0004601:uncorr);
 2.9 (BIN=2.8 TO 3); 0.01275 +- 0.0002032 (DSYS=0.0009038:total,DSYS=0.0003478:uncorr);
 3.15 (BIN=3 TO 3.3); 0.008992 +- 0.0001386 (DSYS=0.0006534:total,DSYS=0.0002524:uncorr);
 3.45 (BIN=3.3 TO 3.6); 0.006113 +- 0.000114 (DSYS=0.0004423:total,DSYS=0.0001696:uncorr);
 3.75 (BIN=3.6 TO 3.9); 0.004233 +- 9.417e-05 (DSYS=0.0003024:total,DSYS=0.0001094:uncorr);
 4.05 (BIN=3.9 TO 4.2); 0.003056 +- 8.013e-05 (DSYS=0.000218:total,DSYS=7.856e-05:uncorr);
 4.4 (BIN=4.2 TO 4.6); 0.002039 +- 5.566e-05 (DSYS=0.000154:total,DSYS=5.509e-05:uncorr);
 4.8 (BIN=4.6 TO 5); 0.001459 +- 4.73e-05 (DSYS=0.0001091:total,DSYS=3.908e-05:uncorr);
 5.2 (BIN=5 TO 5.4); 0.0009207 +- 3.749e-05 (DSYS=7.265e-05:total,DSYS=2.586e-05:uncorr);
 5.65 (BIN=5.4 TO 5.9); 0.0006259 +- 2.785e-05 (DSYS=4.064e-05:total,DSYS=2.193e-05:uncorr);
 6.2 (BIN=5.9 TO 6.5); 0.0004037 +- 2.05e-05 (DSYS=2.822e-05:total,DSYS=1.497e-05:uncorr);
 6.75 (BIN=6.5 TO 7); 0.0002736 +- 1.873e-05 (DSYS=1.873e-05:total,DSYS=9.952e-06:uncorr);
 7.5 (BIN=7 TO 8); 0.0001627 +- 9.983e-06 (DSYS=9.993e-06:total,DSYS=5.374e-06:uncorr);
 9 (BIN=8 TO 10); 6.456e-05 +- 4.716e-06 (DSYS=4.578e-06:total,DSYS=3.381e-06:uncorr);
 11 (BIN=10 TO 12); 1.72e-05 +- 2.641e-06 (DSYS=1.109e-06:total,DSYS=8.244e-07:uncorr);
*dataend:


*dataset:
*location: Figure 1
*dscomment: $K^{0}_{S}$ transverse momentum spectrum: V0M Class VI (pp at $\sqrt{s}=7$ TeV)
*obskey: $p_{T}$-differential yields measured in $|y|<0.5$ for a selection of event classes (see Table 1)
*qual: Multiplicity : V0M Class VI
*qual: RE : P P --> $K^{0}_{S}$ + X
*qual: SQRT(S) IN GEV : 7000.0
*qual: YRAP(CM) : -0.5 0.5
*yheader: $\frac{1}{N_{ev}}\frac{d^2N}{dy dp_{T}}$ (GeV/c)$^{-1}$
*xheader: $p_{T}$ (GeV/c)
*data: x : y
 0.05 (BIN=0 TO 0.1); 0.1304 +- 0.006561 (DSYS=0.007551:total,DSYS=0.003643:uncorr);
 0.15 (BIN=0.1 TO 0.2); 0.3551 +- 0.003417 (DSYS=0.01828:total,DSYS=0.008992:uncorr);
 0.25 (BIN=0.2 TO 0.3); 0.4967 +- 0.003195 (DSYS=0.02414:total,DSYS=0.01201:uncorr);
 0.35 (BIN=0.3 TO 0.4); 0.5492 +- 0.003022 (DSYS=0.0271:total,DSYS=0.01337:uncorr);
 0.45 (BIN=0.4 TO 0.5); 0.5462 +- 0.002665 (DSYS=0.02717:total,DSYS=0.01337:uncorr);
 0.55 (BIN=0.5 TO 0.6); 0.4989 +- 0.002242 (DSYS=0.02491:total,DSYS=0.01177:uncorr);
 0.65 (BIN=0.6 TO 0.7); 0.4339 +- 0.001873 (DSYS=0.02177:total,DSYS=0.01026:uncorr);
 0.75 (BIN=0.7 TO 0.8); 0.3676 +- 0.00158 (DSYS=0.01869:total,DSYS=0.008745:uncorr);
 0.85 (BIN=0.8 TO 0.9); 0.3115 +- 0.001361 (DSYS=0.0162:total,DSYS=0.007527:uncorr);
 0.95 (BIN=0.9 TO 1); 0.2585 +- 0.001178 (DSYS=0.01346:total,DSYS=0.006235:uncorr);
 1.05 (BIN=1 TO 1.1); 0.2139 +- 0.001033 (DSYS=0.01121:total,DSYS=0.00505:uncorr);
 1.15 (BIN=1.1 TO 1.2); 0.1743 +- 0.000903 (DSYS=0.009201:total,DSYS=0.00414:uncorr);
 1.25 (BIN=1.2 TO 1.3); 0.1446 +- 0.0008089 (DSYS=0.007757:total,DSYS=0.003472:uncorr);
 1.35 (BIN=1.3 TO 1.4); 0.1222 +- 0.0007335 (DSYS=0.006677:total,DSYS=0.002986:uncorr);
 1.45 (BIN=1.4 TO 1.5); 0.1013 +- 0.0006592 (DSYS=0.005498:total,DSYS=0.002457:uncorr);
 1.55 (BIN=1.5 TO 1.6); 0.08454 +- 0.0005942 (DSYS=0.004641:total,DSYS=0.002069:uncorr);
 1.65 (BIN=1.6 TO 1.7); 0.07046 +- 0.0005342 (DSYS=0.003921:total,DSYS=0.001743:uncorr);
 1.75 (BIN=1.7 TO 1.8); 0.05985 +- 0.0004858 (DSYS=0.003441:total,DSYS=0.001519:uncorr);
 1.85 (BIN=1.8 TO 1.9); 0.05012 +- 0.0004426 (DSYS=0.00291:total,DSYS=0.001281:uncorr);
 1.95 (BIN=1.9 TO 2); 0.04249 +- 0.0004042 (DSYS=0.0025:total,DSYS=0.001099:uncorr);
 2.1 (BIN=2 TO 2.2); 0.03286 +- 0.0002496 (DSYS=0.002005:total,DSYS=0.000795:uncorr);
 2.3 (BIN=2.2 TO 2.4); 0.02404 +- 0.0002111 (DSYS=0.001528:total,DSYS=0.000601:uncorr);
 2.5 (BIN=2.4 TO 2.6); 0.01769 +- 0.0001791 (DSYS=0.001204:total,DSYS=0.0004669:uncorr);
 2.7 (BIN=2.6 TO 2.8); 0.01296 +- 0.0001528 (DSYS=0.0009014:total,DSYS=0.0003501:uncorr);
 2.9 (BIN=2.8 TO 3); 0.009767 +- 0.0001315 (DSYS=0.0006932:total,DSYS=0.0002681:uncorr);
 3.15 (BIN=3 TO 3.3); 0.006829 +- 8.847e-05 (DSYS=0.0004963:total,DSYS=0.0001918:uncorr);
 3.45 (BIN=3.3 TO 3.6); 0.00462 +- 7.232e-05 (DSYS=0.0003347:total,DSYS=0.0001291:uncorr);
 3.75 (BIN=3.6 TO 3.9); 0.003167 +- 5.978e-05 (DSYS=0.0002267:total,DSYS=8.311e-05:uncorr);
 4.05 (BIN=3.9 TO 4.2); 0.002222 +- 5.003e-05 (DSYS=0.0001588:total,DSYS=5.805e-05:uncorr);
 4.4 (BIN=4.2 TO 4.6); 0.001578 +- 3.621e-05 (DSYS=0.0001194:total,DSYS=4.318e-05:uncorr);
 4.8 (BIN=4.6 TO 5); 0.001051 +- 2.941e-05 (DSYS=7.871e-05:total,DSYS=2.84e-05:uncorr);
 5.2 (BIN=5 TO 5.4); 0.0007113 +- 2.418e-05 (DSYS=5.612e-05:total,DSYS=1.997e-05:uncorr);
 5.65 (BIN=5.4 TO 5.9); 0.000447 +- 1.71e-05 (DSYS=2.898e-05:total,DSYS=1.559e-05:uncorr);
 6.2 (BIN=5.9 TO 6.5); 0.0003103 +- 1.324e-05 (DSYS=2.181e-05:total,DSYS=1.173e-05:uncorr);
 6.75 (BIN=6.5 TO 7); 0.0001946 +- 1.132e-05 (DSYS=1.334e-05:total,DSYS=7.098e-06:uncorr);
 7.5 (BIN=7 TO 8); 0.0001212 +- 6.378e-06 (DSYS=7.441e-06:total,DSYS=3.995e-06:uncorr);
 9 (BIN=8 TO 10); 4.919e-05 +- 2.943e-06 (DSYS=3.486e-06:total,DSYS=2.573e-06:uncorr);
 11 (BIN=10 TO 12); 1.602e-05 +- 1.816e-06 (DSYS=1.029e-06:total,DSYS=7.631e-07:uncorr);
*dataend:


*dataset:
*location: Figure 1
*dscomment: $K^{0}_{S}$ transverse momentum spectrum: V0M Class VII (pp at $\sqrt{s}=7$ TeV)
*obskey: $p_{T}$-differential yields measured in $|y|<0.5$ for a selection of event classes (see Table 1)
*qual: Multiplicity : V0M Class VII
*qual: RE : P P --> $K^{0}_{S}$ + X
*qual: SQRT(S) IN GEV : 7000.0
*qual: YRAP(CM) : -0.5 0.5
*yheader: $\frac{1}{N_{ev}}\frac{d^2N}{dy dp_{T}}$ (GeV/c)$^{-1}$
*xheader: $p_{T}$ (GeV/c)
*data: x : y
 0.05 (BIN=0 TO 0.1); 0.1267 +- 0.006334 (DSYS=0.00736:total,DSYS=0.003589:uncorr);
 0.15 (BIN=0.1 TO 0.2); 0.3033 +- 0.003101 (DSYS=0.01579:total,DSYS=0.008027:uncorr);
 0.25 (BIN=0.2 TO 0.3); 0.41 +- 0.002857 (DSYS=0.02014:total,DSYS=0.01033:uncorr);
 0.35 (BIN=0.3 TO 0.4); 0.4579 +- 0.002717 (DSYS=0.02291:total,DSYS=0.01176:uncorr);
 0.45 (BIN=0.4 TO 0.5); 0.4455 +- 0.00236 (DSYS=0.02237:total,DSYS=0.01133:uncorr);
 0.55 (BIN=0.5 TO 0.6); 0.3998 +- 0.001966 (DSYS=0.02012:total,DSYS=0.009763:uncorr);
 0.65 (BIN=0.6 TO 0.7); 0.3432 +- 0.001624 (DSYS=0.01729:total,DSYS=0.008267:uncorr);
 0.75 (BIN=0.7 TO 0.8); 0.2913 +- 0.001372 (DSYS=0.01488:total,DSYS=0.007081:uncorr);
 0.85 (BIN=0.8 TO 0.9); 0.2424 +- 0.00117 (DSYS=0.01267:total,DSYS=0.005992:uncorr);
 0.95 (BIN=0.9 TO 1); 0.1988 +- 0.001004 (DSYS=0.01041:total,DSYS=0.004925:uncorr);
 1.05 (BIN=1 TO 1.1); 0.1625 +- 0.0008731 (DSYS=0.008549:total,DSYS=0.003911:uncorr);
 1.15 (BIN=1.1 TO 1.2); 0.1323 +- 0.000763 (DSYS=0.007003:total,DSYS=0.00318:uncorr);
 1.25 (BIN=1.2 TO 1.3); 0.1093 +- 0.0006788 (DSYS=0.005879:total,DSYS=0.002664:uncorr);
 1.35 (BIN=1.3 TO 1.4); 0.09011 +- 0.0006051 (DSYS=0.004916:total,DSYS=0.002188:uncorr);
 1.45 (BIN=1.4 TO 1.5); 0.07362 +- 0.0005411 (DSYS=0.004002:total,DSYS=0.001797:uncorr);
 1.55 (BIN=1.5 TO 1.6); 0.06183 +- 0.0004918 (DSYS=0.00341:total,DSYS=0.001548:uncorr);
 1.65 (BIN=1.6 TO 1.7); 0.05167 +- 0.0004407 (DSYS=0.002877:total,DSYS=0.001283:uncorr);
 1.75 (BIN=1.7 TO 1.8); 0.04203 +- 0.0003928 (DSYS=0.002425:total,DSYS=0.001085:uncorr);
 1.85 (BIN=1.8 TO 1.9); 0.03584 +- 0.0003586 (DSYS=0.002085:total,DSYS=0.0009244:uncorr);
 1.95 (BIN=1.9 TO 2); 0.03081 +- 0.0003313 (DSYS=0.001817:total,DSYS=0.0008064:uncorr);
 2.1 (BIN=2 TO 2.2); 0.02369 +- 0.0002033 (DSYS=0.001449:total,DSYS=0.0005814:uncorr);
 2.3 (BIN=2.2 TO 2.4); 0.01704 +- 0.0001707 (DSYS=0.001085:total,DSYS=0.00043:uncorr);
 2.5 (BIN=2.4 TO 2.6); 0.01232 +- 0.0001426 (DSYS=0.0008392:total,DSYS=0.000327:uncorr);
 2.7 (BIN=2.6 TO 2.8); 0.009164 +- 0.0001228 (DSYS=0.0006376:total,DSYS=0.0002484:uncorr);
 2.9 (BIN=2.8 TO 3); 0.006779 +- 0.0001045 (DSYS=0.0004808:total,DSYS=0.0001852:uncorr);
 3.15 (BIN=3 TO 3.3); 0.004803 +- 7.126e-05 (DSYS=0.0003486:total,DSYS=0.0001338:uncorr);
 3.45 (BIN=3.3 TO 3.6); 0.003215 +- 5.774e-05 (DSYS=0.0002325:total,DSYS=8.882e-05:uncorr);
 3.75 (BIN=3.6 TO 3.9); 0.002185 +- 4.795e-05 (DSYS=0.000157:total,DSYS=5.889e-05:uncorr);
 4.05 (BIN=3.9 TO 4.2); 0.00159 +- 4.064e-05 (DSYS=0.0001137:total,DSYS=4.17e-05:uncorr);
 4.4 (BIN=4.2 TO 4.6); 0.001042 +- 2.803e-05 (DSYS=7.868e-05:total,DSYS=2.815e-05:uncorr);
 4.8 (BIN=4.6 TO 5); 0.0007158 +- 2.373e-05 (DSYS=5.373e-05:total,DSYS=1.975e-05:uncorr);
 5.2 (BIN=5 TO 5.4); 0.0004413 +- 1.832e-05 (DSYS=3.482e-05:total,DSYS=1.239e-05:uncorr);
 5.65 (BIN=5.4 TO 5.9); 0.0003011 +- 1.367e-05 (DSYS=1.963e-05:total,DSYS=1.071e-05:uncorr);
 6.2 (BIN=5.9 TO 6.5); 0.0001921 +- 1.021e-05 (DSYS=1.356e-05:total,DSYS=7.379e-06:uncorr);
 6.75 (BIN=6.5 TO 7); 0.0001351 +- 9.205e-06 (DSYS=9.254e-06:total,DSYS=4.916e-06:uncorr);
 7.5 (BIN=7 TO 8); 7.487e-05 +- 4.896e-06 (DSYS=4.682e-06:total,DSYS=2.625e-06:uncorr);
 9 (BIN=8 TO 10); 3.183e-05 +- 2.338e-06 (DSYS=2.253e-06:total,DSYS=1.661e-06:uncorr);
 11 (BIN=10 TO 12); 1.153e-05 +- 1.445e-06 (DSYS=7.379e-07:total,DSYS=5.452e-07:uncorr);
*dataend:


*dataset:
*location: Figure 1
*dscomment: $K^{0}_{S}$ transverse momentum spectrum: V0M Class VIII (pp at $\sqrt{s}=7$ TeV)
*obskey: $p_{T}$-differential yields measured in $|y|<0.5$ for a selection of event classes (see Table 1)
*qual: Multiplicity : V0M Class VIII
*qual: RE : P P --> $K^{0}_{S}$ + X
*qual: SQRT(S) IN GEV : 7000.0
*qual: YRAP(CM) : -0.5 0.5
*yheader: $\frac{1}{N_{ev}}\frac{d^2N}{dy dp_{T}}$ (GeV/c)$^{-1}$
*xheader: $p_{T}$ (GeV/c)
*data: x : y
 0.05 (BIN=0 TO 0.1); 0.1024 +- 0.005627 (DSYS=0.00613:total,DSYS=0.003259:uncorr);
 0.15 (BIN=0.1 TO 0.2); 0.2514 +- 0.00278 (DSYS=0.01346:total,DSYS=0.007372:uncorr);
 0.25 (BIN=0.2 TO 0.3); 0.3482 +- 0.002576 (DSYS=0.01768:total,DSYS=0.009856:uncorr);
 0.35 (BIN=0.3 TO 0.4); 0.3794 +- 0.002418 (DSYS=0.01951:total,DSYS=0.01074:uncorr);
 0.45 (BIN=0.4 TO 0.5); 0.3658 +- 0.002084 (DSYS=0.01884:total,DSYS=0.0102:uncorr);
 0.55 (BIN=0.5 TO 0.6); 0.3257 +- 0.001727 (DSYS=0.01679:total,DSYS=0.008754:uncorr);
 0.65 (BIN=0.6 TO 0.7); 0.2775 +- 0.001424 (DSYS=0.01431:total,DSYS=0.007339:uncorr);
 0.75 (BIN=0.7 TO 0.8); 0.2301 +- 0.001182 (DSYS=0.01195:total,DSYS=0.005996:uncorr);
 0.85 (BIN=0.8 TO 0.9); 0.1876 +- 0.000994 (DSYS=0.009938:total,DSYS=0.004907:uncorr);
 0.95 (BIN=0.9 TO 1); 0.1521 +- 0.0008466 (DSYS=0.008041:total,DSYS=0.003933:uncorr);
 1.05 (BIN=1 TO 1.1); 0.123 +- 0.0007311 (DSYS=0.006543:total,DSYS=0.003113:uncorr);
 1.15 (BIN=1.1 TO 1.2); 0.1003 +- 0.000639 (DSYS=0.005362:total,DSYS=0.002525:uncorr);
